file,utterance_no,start_time,end_time,text,speaker,context,pid,vid,sid,hispanic,ethnicity,gender,age,age_group,s_length
02550001-37,82,211,216,I'm going to use the back of the paint brush. Trace the design that you made.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,83,220,223.44,And now do some more with the back of the paintbrush plus really hard.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,84,223.44,226.2,Ty do you want to try one?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,85,226.2,228.36,"All right, [name], you can come to this trip.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,86,228.36,230.2,"Okay, look what I did.",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,87,230.2,231.44,"All right, [name].",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,88,231.44,235,Now what?,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,89,231.44,235,"I'm gonna get you a paintbrush, [name].",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,90,235,236,They didn't get.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,91,236,238,I have to help you.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,92,238,240,"Here, so take the back of the paintbrush,",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,93,240,244.4,see how [name] is just pushing pretty hard to make a design.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,94,244.4,246.56,So make a design with the back of a paintbrush.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,95,246.56,249.2,"[name], you know what I'm making right.",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,96,249.2,254,"Then, okay, buddy, now rub, rub, buddy. No rub rub rub.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,97,254,260,"The paper, just like that. You're doing a nice job pushing hard.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,98,260,262,"[name], you're doing it, look.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,99,262,263,Look. hard. [name] you're doing it look.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,100,263,267,"Yeah, open it, take it off.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,101,267,268,Take it off.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,102,268,269,Do you want me to do it?,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,103,269,271,"[name] he does, look how cool.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,104,275,276,Let's do one more print. The ghost.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,105,276,278,That's what the second one is called.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,106,278,280,Why?,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,107,280,281,Sure.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,108,281,285,"That's a really good question. See, I'm going to pick it up.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,109,285,288,I made my friends.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,110,288,289,Nice work.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,111,289,291,"Okay, and then we're going to go.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,112,291,293,"I'm going to help you with stuff too, my friend.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,113,293,295,Now what I do?,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,114,295,298,I'm going to tape it all over the paper and it will dry.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,115,298,300,Would you like to do another one?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,116,300,304,I was going to do this. I'm going to hit the eye.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,117,304,306,I'm going to the eye.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,118,306,307,Yeah.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,119,307,310,"Oh, you want me to push hard on that part?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,120,310,311,Yeah.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,121,311,312,Because that's the eye.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,122,312,314,That's the eye. That's the eye.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,123,314,316,"Okay, there go.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,124,316,330,[name] [name]. I have one,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,125,330,332,one one in one.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,126,332,334.32,"That's got to stay there, my friend, okay?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,127,334.32,335.32,What's your plan?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,128,335.32,338.44,"I want to play, but I need some to me.",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,129,338.44,340.08,"Oh, you can use that one.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,130,340.08,342.16,"Look, [name], here's your tray, right there.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,131,342.16,344,Does it matter which basket this go?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,132,344,345,"Yes, the one on the purple.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,133,345,348,"You're actually going to be raised in Hong,",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,134,348,350,and four.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,135,350,351,How are you? Good?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,136,351,352,Yeah.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,137,352,353,That bathroom. You know? That's all your email.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,138,353,356,"Kind, that bathroom you don't have enough thing.",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,139,356,358,"See, I only got...",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,140,358,359,What about the year old?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,141,359,360,Yeah.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,142,360,361,Wow.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,143,361,362,Good year old.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,144,362,363,You can be wrong.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,145,363,365,"Yes, time, huh?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,146,365,368,So what we'll probably do...,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,147,368,370,"Because he's peeves, right?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,148,370,375,So likely he's school will start far last day.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,149,376.56,378.8,"So we'll do, I think you're single in Dubai,",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,150,378.8,381.36,so we'll still get a good.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,151,381.36,385,"I mean, I'm not not celebrating, I'm not not having a moment up here.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,152,385,387,That's true.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,153,387,388,Who I are in.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,154,388,391,You can come over without having to you know,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,155,391,392,worry about you.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,156,392,394,"Exactly, it's true.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,157,394,395,That's the bright side.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,158,395,397,I have learned all of that.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,159,397,400,"All right, [name] let me know when you're ready to make your break, okay?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,160,400,402,Okay? Hey hi.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,161,402,405,"Mom, don't think I'm going to try.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,162,405,410,I'm going to drive where we did not come to get any more.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,163,410,417,[name]. I need to do a different chair because the other chair wasn't working,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,164,417,420,I need to do a different train to the other chair where it works in.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,165,420,421,"Oh, really?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,166,421,422,Mm-hmm.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,167,422,423,"Okay, here one second.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,168,423,428,"Let me see what the problem is, but you might not.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,169,428,430,There's not enough people in the other room.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,170,430,432,"Okay, why don't you try to portray them?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,171,432,435,That's good thing.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,172,432,435,But I'm already done.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,173,435,439,So [name] is like 92 minutes.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,174,439,440,"Oh, wait, totally.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,175,440,445,"He got my own. Okay, so put it on tray number one.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,176,445,448,"Here, put it on, I mean, sorry, sweet girl, put it on two.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,177,448,450,[name].,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,178,450,454,Put it here here?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,179,454,455,Here I'm going.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,180,455,459,"Okay, [name].",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,181,459,462,Put it on top and rub it.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,182,462,463,Put it on top and rub it. Okay?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,183,463,464,Okay?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,184,464,465,Look in it.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,185,465,467,Okay.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,186,467,469,"Okay, [name].",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,187,469,471,"Here, come help me rub it please.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,188,471,472,"Okay,",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,189,472,475,I'm so wrong then.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,190,472,475,Can you come help me rub it?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,191,475,477,What's this for?,kchild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,192,477,478,That's one of your jobs.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,193,478,479,That's what we finish in your project.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,194,479,481,That's another tool you can use.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,195,481,484,I need. Yeah'm not doing another.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,196,484,485,Now do another ghost.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,197,485,486,Like a project.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,198,486,489,"So, let me get me.",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,199,489,494,"Hey, I'm going to make a print.",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,200,494,495,"Yeah, here.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,201,495,498,"You did it, [name]?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,202,498,499,Look.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,203,499,500,Do you want to do a ghost print?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,204,500,501,Do you want to do one more?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,205,501,502,Or is that it?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,206,502,503,"No. Okay. Nice work, [name]. Do you want to do one more or is that it? Yeah.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,207,503,504,Okay.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,208,504,505,"It's work, me.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,209,505,507,"I want to try it one more, [name].",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,210,507,510,Did you already do a ghost print?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,211,510,512,"Oh, yeah, I don't know.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,212,512,513,"Oh, you want to do a whole other.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,213,516,525,"I'll get you another piece of phone, okay? I mean it's no crime. But they have time still.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,214,525,526,20?,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,215,526,528,"Okay, so you're gonna have you okay?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,216,528,537,"Well, we're better back to both. There have been another game room teacher that might have brought him.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,217,537,542,There have been another game room teacher that might have brought him.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,218,542,545,"Okay. Okay, it's a possibility.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,219,545,547,It's a possibility.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,220,547,555,"[name], you don't do it on that thing.",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,221,555,557,"It's okay, I can wipe it off.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,222,557,566.04,"Hey [name], can I show you so we're trying to do the brayer this is called a brayer cry I'm trying to do it on",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,223,566.04,572.16,tray number two number two so that we can wipe it up easier.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,224,572.16,580,Hi. Hi. Hi. so that we can wipe it up easier.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,225,574,575,Hi. I've been up to solar.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,226,579,580,I did them. You want friends to go one at each.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,227,580,581,"You want to make your money? Yeah, it's stuck.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,228,581,597,"Okay. Okay, I didn't that. I didn't. The highest",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,229,597,600,the seat seat for 19ness.,radult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,230,600,603,The highest You got one? You can do it.,radult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,231,603,605,You have a lot.,radult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,232,605,610,What do you do? I have a friend who we are working?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,233,610,612,You got one?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,234,612,635,"Yeah, I've had one for a long time.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,235,612,635,I want to do another one.,kchild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,236,635,637,I was working with this with me.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,237,637,641,You were like taking breaks to go get steps to water.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,238,641,643,And I can like... get sept water and what not.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,239,643,646.4,I can like still have the other teachers,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,240,646.4,648.12,and have like apps on my phone.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,241,648.12,653,"Yeah, but I can do like in school.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,242,653,656,20 different types of workouts.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,243,656,658,I have a little bit.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,244,658,659,Whenever I want.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,245,659,662,They have that like class.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,246,662,664,Can I come over and do it?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,247,664,667,I don't think come over and do it.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,248,667,670,"She said that paper back, everybody.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,249,670,672,A what?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,250,672,675,"Well, all sorts of bunch of people.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,251,675,677,"Oh, it's really two ways.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,252,677,680,And so we can't even a million things.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,253,680,683,We are in the paper box.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,254,683,687,"Here, [name], can I help you with the print?",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,255,687,689,"Lookiest, what's in the paper bag?",ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,256,689,691,So we're going to put...,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,257,691,692,See?,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,258,692,697,"Meech, what's in the paper bag? This right on top and then you're going to rub rub rub rub.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,259,697,700,You're going to rub rub.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,260,700,713,And when you're ready you can lift it up and see what it captures and then we can do another one. This work club.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,261,713,724,"Yeah. I do it. work, love.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,262,724,729,"Yeah, so then you're going to do a ghost print and you're going to rub again and see what it picks up.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,263,729,745,See if it picks up something different. Look at this little more than me. And do the case step out?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,264,745,747,K step out?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,265,747,748,Do K step out?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,266,748,749,She step out?,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,267,749,757,"Oh, she's floater. It didn't make her",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,268,757,758,make her sick.,kchild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,269,758,760,I made the same thing.,kchild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,270,760,762,I got paid on my hands.,ochild,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,271,762,764,"That's okay, I have so much paint on my hands too.",tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,272,764,766,And we'll come out in the wash once.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,273,766,768,Nice story on Friday.,tadult,indoor_crafts,02550001,1,37,no,black,female,4.99,4,3469
02550001-37,274,768,770,I'm going to do it.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,275,770,771.68,"So, hi, another one?",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,276,771.68,772.68,Yeah.,kchild,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,277,772.68,774.68,"Okay, I'm gonna go and look at the other one.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,278,774.68,778.68,"Okay, I'm gonna.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,279,778.68,780.16,Can you go as many if you want?,ochild,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,280,780.16,783,"Sure, here you go, many as you want? Here you go, but you see you.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,281,783,788,"Heaven, did you make the smiley face?",kchild,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,282,788,789,No.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,283,789,790,I always made that.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,284,790,793,"Oh, I think she used this tool to make it.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,285,793,798,You can use whatever tools you want.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,286,798,800,"The pencil I don't think works very well though,",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,287,800,813,"so maybe I'll take the pencil away. I do a moment, you want to go.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,288,813,816,I do a moment.,ochild,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,289,816,820,You want to go and try this?,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,290,820,825,"Mm-hmm. Mm-hmm. Later, okay. Do you want to go and try this later you're going to do a ghost print too?",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,291,825,842,Save that there I'm going to get a the Do you want to make sure you want to make that?,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,292,842,844,"Here, we'll need that.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,293,844,848,Is Maryland back today?,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,294,848,850,Okay.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,295,850,851,Okay. today.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,296,851,853,40 in-humber.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,297,853,855,Today is going to,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,298,855,856,I am.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,299,856,871,"I am. I am. I think the texture that you're at. Okay, I can help her.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,300,871,873,We can do that.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,301,873,876,Can everyone have a house?,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,302,876,880,I have to help her.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,303,880,881,"Okay, I can help her.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,304,881,883,We can do that.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,305,883,886,First I'm going to just move [name] sings up here.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,306,886,888,"[name], why don't you go get started?",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,307,888,891,You can point your pins down.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,308,891,892,I'm getting right.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,309,892,893,Do you guys?,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,310,893,895,Okay?,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,311,895,896,Not yet.,tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
02550001-37,312,896,924,"You make sure you're all the land factor. Look at the end of the end of the video. Oh my friend. Yeah, I missed you, but we've been here. Oh, we'll be buying more of this gentleman.",tadult,indoor_crafts,02550001,2,37,no,black,female,4.99,4,3469
